%time,field.header.seq,field.header.stamp,field.header.frame_id,field.load
1701458381511013318,1,0,,0.0
1701458381515427186,2,0,,0.0
1701458381519308153,3,0,,0.0
1701458381527786282,4,0,,0.0
1701458381531645760,5,0,,0.0
1701458381535747175,6,0,,0.0
1701458381539991985,7,0,,0.0
1701458381544062903,8,0,,0.0
1701458381547978902,9,0,,0.0
1701458381556116068,10,0,,0.0
1701458381560401292,11,0,,0.0
1701458381564239486,12,0,,0.0
1701458381568635517,13,0,,0.0
1701458381572817615,14,0,,0.0
1701458381577243663,15,0,,0.0
1701458381585383773,16,0,,0.0
1701458381588949469,17,0,,0.0
1701458381593459449,18,0,,0.0
1701458381597323589,19,0,,0.0
1701458381601406943,20,0,,0.0
1701458381605525294,21,0,,0.0
1701458381613663541,22,0,,0.0
1701458381617400951,23,0,,0.0
1701458381621688907,24,0,,0.0
1701458381625651220,25,0,,0.0
1701458381629813040,26,0,,0.0
1701458381634132630,27,0,,0.0
1701458381641990754,28,0,,0.0
1701458381646047289,29,0,,0.0
1701458381650573992,30,0,,0.0
1701458381654661383,31,0,,0.0
1701458381658660679,32,0,,0.0
1701458381662693132,33,0,,0.0
1701458381671030825,34,0,,0.0
1701458381675086948,35,0,,0.0
1701458381679120607,36,0,,0.0
1701458381683326688,37,0,,0.0
1701458381687420923,38,0,,0.0
1701458381691488364,39,0,,0.0
1701458381695682211,40,0,,0.0
1701458381703651597,41,0,,0.0
1701458381707719343,42,0,,0.0
1701458381711912021,43,0,,0.0
1701458381716311604,44,0,,0.0
1701458381719999355,45,0,,0.0
1701458381724484743,46,0,,0.0
1701458381732606963,47,0,,0.0
1701458381736713870,48,0,,0.0
1701458381740853040,49,0,,0.0
1701458381744504615,50,0,,0.0
1701458381749005566,51,0,,0.0
1701458381753136955,52,0,,0.0
1701458381761181042,53,0,,0.0
1701458381765252359,54,0,,0.0
1701458381769305056,55,0,,0.0
1701458381773396483,56,0,,0.0
1701458381777640776,57,0,,0.0
1701458381781709901,58,0,,0.0
1701458381789780654,59,0,,0.0
1701458381793873722,60,0,,0.0
1701458381797964396,61,0,,0.0
1701458381802197197,62,0,,0.0
1701458381806082514,63,0,,0.0
1701458381810358970,64,0,,0.0
1701458381818165779,65,0,,0.0
1701458381822537605,66,0,,0.0
1701458381826438611,67,0,,0.0
1701458381830603752,68,0,,0.0
1701458381834939740,69,0,,0.0
1701458381838748383,70,0,,0.0
1701458381847012424,71,0,,0.0
1701458381851087165,72,0,,0.0
1701458381855192605,73,0,,0.0
1701458381859309516,74,0,,0.0
1701458381863391129,75,0,,0.0
1701458381867534013,76,0,,0.0
1701458381875396408,77,0,,0.0
1701458381880151410,78,0,,0.0
1701458381883914579,79,0,,0.0
1701458381887831634,80,0,,0.0
1701458381892086158,81,0,,0.0
1701458381896145265,82,0,,0.0
1701458381904089837,83,0,,0.0
1701458381908337372,84,0,,0.0
1701458381912555589,85,0,,0.0
1701458381916878029,86,0,,0.0
1701458381920924842,87,0,,0.0
1701458381924544542,88,0,,0.0
1701458381932956895,89,0,,0.0
1701458381936951364,90,0,,0.0
1701458381941242300,91,0,,0.0
1701458381945140082,92,0,,0.0
1701458381949103707,93,0,,0.0
1701458381953472993,94,0,,0.0
1701458381957871872,95,0,,0.0
1701458381965616828,96,0,,0.0
1701458381969987400,97,0,,0.0
1701458381973809812,98,0,,0.0
1701458381977974216,99,0,,0.0
1701458381982230973,100,0,,0.0
1701458381986179678,101,0,,0.0
1701458381994455611,102,0,,0.0
1701458381998595952,103,0,,0.0
1701458382002665559,104,0,,0.0
1701458382006595988,105,0,,0.0
1701458382010793121,106,0,,0.0
1701458382014969334,107,0,,0.0
1701458382022892872,108,0,,0.0
1701458382027021965,109,0,,0.0
1701458382031190431,110,0,,0.0
1701458382035194051,111,0,,0.0
1701458382039281778,112,0,,0.0
1701458382043796440,113,0,,0.0
1701458382051594670,114,0,,0.0
1701458382055861446,115,0,,0.0
1701458382060071834,116,0,,0.0
1701458382064023278,117,0,,0.0
1701458382068397696,118,0,,0.0
1701458382072153143,119,0,,0.0
1701458382080817620,120,0,,0.0
1701458382084634734,121,0,,0.0
1701458382088988744,122,0,,0.0
1701458382093067995,123,0,,0.0
1701458382096737876,124,0,,0.0
1701458382100971723,125,0,,0.0
1701458382109397974,126,0,,0.0
1701458382113127853,127,0,,0.0
1701458382117358635,128,0,,0.0
1701458382121388143,129,0,,0.0
1701458382125505594,130,0,,0.0
1701458382129802074,131,0,,0.0
1701458382137769964,132,0,,0.0
1701458382141840559,133,0,,0.0
1701458382146242862,134,0,,0.0
1701458382150093257,135,0,,0.0
1701458382154146425,136,0,,0.0
1701458382158229567,137,0,,0.0
1701458382166563769,138,0,,0.0
1701458382171081881,139,0,,0.0
1701458382174719836,140,0,,0.0
1701458382179176892,141,0,,0.0
1701458382183291034,142,0,,0.0
1701458382186884184,143,0,,0.0
1701458382191132245,144,0,,0.0
1701458382199146708,145,0,,0.0
1701458382203426510,146,0,,0.0
1701458382207493642,147,0,,0.0
1701458382211367672,148,0,,0.0
1701458382215533592,149,0,,0.0
1701458382219729924,150,0,,0.0
1701458382227898479,151,0,,0.0
1701458382231966439,152,0,,0.0
1701458382236310875,153,0,,0.0
1701458382240498855,154,0,,0.0
1701458382244307494,155,0,,0.0
1701458382248487997,156,0,,0.0
1701458382256666164,157,0,,0.0
1701458382260583798,158,0,,0.0
1701458382264753904,159,0,,0.0
1701458382269336001,160,0,,0.0
1701458382272909832,161,0,,0.0
1701458382276893667,162,0,,0.0
1701458382285129998,163,0,,0.0
1701458382289205570,164,0,,0.0
1701458382293436384,165,0,,0.0
1701458382297423215,166,0,,0.0
1701458382301535947,167,0,,0.0
1701458382305675162,168,0,,0.0
1701458382313864453,169,0,,0.0
1701458382318002755,170,0,,0.0
1701458382322078247,171,0,,0.0
1701458382326569726,172,0,,0.0
1701458382330257880,173,0,,0.0
1701458382334422315,174,0,,0.0
1701458382342673492,175,0,,0.0
1701458382346707536,176,0,,0.0
1701458382350649593,177,0,,0.0
1701458382354881168,178,0,,0.0
1701458382359048576,179,0,,0.0
1701458382363103436,180,0,,0.0
1701458382371280823,181,0,,0.0
1701458382375211732,182,0,,0.0
1701458382379568197,183,0,,0.0
1701458382383603664,184,0,,0.0
1701458382387567197,185,0,,0.0
1701458382391886495,186,0,,0.0
1701458382400235598,187,0,,0.0
1701458382404464667,188,0,,0.0
1701458382408185432,189,0,,0.0
1701458382412257366,190,0,,0.0
1701458382416560998,191,0,,0.0
1701458382420644143,192,0,,0.0
1701458382428846546,193,0,,0.0
1701458382432698267,194,0,,0.0
1701458382436841240,195,0,,0.0
1701458382440888946,196,0,,0.0
1701458382444932080,197,0,,0.0
1701458382448912155,198,0,,0.0
1701458382453317475,199,0,,0.0
1701458382461464040,200,0,,0.0
1701458382465370390,201,0,,0.0
1701458382469572474,202,0,,0.0
1701458382473453981,203,0,,0.0
1701458382477722068,204,0,,0.0
1701458382482133780,205,0,,0.0
1701458382490132973,206,0,,0.0
1701458382494094292,207,0,,0.0
1701458382498391104,208,0,,0.0
1701458382502355964,209,0,,0.0
1701458382506418257,210,0,,0.0
1701458382510328868,211,0,,0.0
1701458382519032922,212,0,,0.0
1701458382522585433,213,0,,0.0
1701458382526820558,214,0,,0.0
1701458382531385761,215,0,,0.0
1701458382535301351,216,0,,0.0
1701458382539087192,217,0,,0.0
1701458382547322010,218,0,,0.0
1701458382551398496,219,0,,0.0
1701458382555641212,220,0,,0.0
1701458382559602378,221,0,,0.0
1701458382563603099,222,0,,0.0
1701458382568224584,223,0,,0.0
1701458382575970494,224,0,,0.0
1701458382580029282,225,0,,0.0
1701458382584690874,226,0,,0.0
1701458382588240829,227,0,,0.0
1701458382592463937,228,0,,0.0
1701458382596780071,229,0,,0.0
1701458382605015851,230,0,,0.0
1701458382608809905,231,0,,0.0
1701458382612820034,232,0,,0.0
1701458382616866957,233,0,,0.0
1701458382621185876,234,0,,0.0
1701458382625152126,235,0,,0.0
1701458382633333951,236,0,,0.0
1701458382637371980,237,0,,0.0
1701458382642021436,238,0,,0.0
1701458382645981537,239,0,,0.0
1701458382649810536,240,0,,0.0
1701458382654175556,241,0,,0.0
1701458382662068505,242,0,,0.0
1701458382666090986,243,0,,0.0
1701458382670203177,244,0,,0.0
1701458382674449179,245,0,,0.0
1701458382678798421,246,0,,0.0
1701458382682776331,247,0,,0.0
1701458382687018206,248,0,,0.0
1701458382694992604,249,0,,0.0
1701458382699243369,250,0,,0.0
1701458382703113632,251,0,,0.0
1701458382707492944,252,0,,0.0
1701458382711308140,253,0,,0.0
1701458382715355679,254,0,,0.0
1701458382723547214,255,0,,0.0
1701458382727724420,256,0,,0.0
1701458382731940475,257,0,,0.0
1701458382735636530,258,0,,0.0
1701458382739963241,259,0,,0.0
1701458382744029763,260,0,,0.0
1701458382752335226,261,0,,0.0
1701458382756461092,262,0,,0.0
1701458382760393546,263,0,,0.0
1701458382764537779,264,0,,0.0
1701458382768576129,265,0,,0.0
1701458382772607147,266,0,,0.0
1701458382781244433,267,0,,0.0
1701458382785050073,268,0,,0.0
1701458382789091758,269,0,,0.0
1701458382793143409,270,0,,0.0
1701458382797199798,271,0,,0.0
1701458382801337465,272,0,,0.0
1701458382809784178,273,0,,0.0
1701458382813443007,274,0,,0.0
1701458382817791605,275,0,,0.0
1701458382821802324,276,0,,0.0
1701458382826011599,277,0,,0.0
1701458382830032886,278,0,,0.0
1701458382838034839,279,0,,0.0
1701458382842328788,280,0,,0.0
1701458382846606250,281,0,,0.0
1701458382850525169,282,0,,0.0
1701458382854849485,283,0,,0.0
1701458382858882280,284,0,,0.0
1701458382866921504,285,0,,0.0
1701458382871142952,286,0,,0.0
1701458382874956015,287,0,,0.0
1701458382879130234,288,0,,0.0
1701458382883294901,289,0,,0.0
1701458382887068752,290,0,,0.0
