%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w,field.transforms1.header.seq,field.transforms1.header.stamp,field.transforms1.header.frame_id,field.transforms1.child_frame_id,field.transforms1.transform.translation.x,field.transforms1.transform.translation.y,field.transforms1.transform.translation.z,field.transforms1.transform.rotation.x,field.transforms1.transform.rotation.y,field.transforms1.transform.rotation.z,field.transforms1.transform.rotation.w,field.transforms2.header.seq,field.transforms2.header.stamp,field.transforms2.header.frame_id,field.transforms2.child_frame_id,field.transforms2.transform.translation.x,field.transforms2.transform.translation.y,field.transforms2.transform.translation.z,field.transforms2.transform.rotation.x,field.transforms2.transform.rotation.y,field.transforms2.transform.rotation.z,field.transforms2.transform.rotation.w
1701813993133733452,0,1701813993132681814,trakstar_base,trakstar0,-0.50374599609375,-0.510778125,0.14990712890625,-0.6590591132651454,0.12941879586162544,0.7285301461380368,-0.13466880361827627,0,1701813993132681814,trakstar_base,trakstar1,-0.438001171875,-0.470148046875,0.14075419921875,-0.2516257282914532,0.6832108566322036,-0.6696589615131591,0.1465069742599436,0,1701813993132681814,trakstar_base,trakstar2,-0.49548603515625,0.26152822265625,-0.309413671875,0.7264199944965435,-0.5538343045289083,-0.11725101253450916,-0.389658510470713
1701813993146180652,0,1701813993145170465,trakstar_base,trakstar0,-0.50374599609375,-0.510778125,0.1497955078125,-0.659139399753873,0.12953267329854773,0.7284839411615781,-0.13441609170754107,0,1701813993145170465,trakstar_base,trakstar1,-0.438001171875,-0.47003642578125,0.1408658203125,-0.2516096544491883,0.6831672131478204,-0.6697382650695037,0.146375534053652,0,1701813993145170465,trakstar_base,trakstar2,-0.49548603515625,0.26152822265625,-0.309413671875,0.7263709587286616,-0.5539187931915718,-0.1172430977008343,-0.3896322072240824
1701813993158868736,0,1701813993157666724,trakstar_base,trakstar0,-0.5038576171875,-0.51066650390625,0.1497955078125,-0.6591401464080375,0.12977699122647599,0.7284847663672459,-0.13417207277318638,0,1701813993157666724,trakstar_base,trakstar1,-0.43811279296875,-0.47003642578125,0.14097744140625,-0.2515931637736143,0.6832445112280054,-0.6696943699476215,0.1462438671522513,0,1701813993157666724,trakstar_base,trakstar2,-0.49548603515625,0.26152822265625,-0.309413671875,0.7263709587286616,-0.5539187931915718,-0.1172430977008343,-0.3896322072240824
1701813993171316049,0,1701813993170174083,trakstar_base,trakstar0,-0.50396923828125,-0.51066650390625,0.1497955078125,-0.6591404902627825,0.12989914458966487,0.7284851463971148,-0.13405005710474813,0,1701813993170174083,trakstar_base,trakstar1,-0.43811279296875,-0.47003642578125,0.1410890625,-0.25161863981985744,0.6831916101076768,-0.6697621824608141,0.1461365899390438,0,1701813993170174083,trakstar_base,trakstar2,-0.49548603515625,0.26152822265625,-0.309413671875,0.7263709587286616,-0.5539187931915718,-0.1172430977008343,-0.3896322072240824
1701813993183733081,0,1701813993182671727,trakstar_base,trakstar0,-0.504080859375,-0.51066650390625,0.1497955078125,-0.6591303467740217,0.1301413131433797,0.7284739357659913,-0.13392591042991325,0,1701813993182671727,trakstar_base,trakstar1,-0.43811279296875,-0.470148046875,0.14120068359375,-0.2517374799568966,0.6831828020556708,-0.6697535475477859,0.1460126217402756,0,1701813993182671727,trakstar_base,trakstar2,-0.4953744140625,0.26152822265625,-0.309413671875,0.7263709587286616,-0.5539187931915718,-0.1172430977008343,-0.3896322072240824
1701813993196199023,0,1701813993195157390,trakstar_base,trakstar0,-0.50419248046875,-0.51066650390625,0.1497955078125,-0.6591306414934817,0.13026345517198462,0.7284742614913142,-0.13380388647469085,0,1701813993195157390,trakstar_base,trakstar1,-0.43811279296875,-0.470148046875,0.1413123046875,-0.2518357173916041,0.6831181165891498,-0.6698122061695259,0.14587672432523846,0,1701813993195157390,trakstar_base,trakstar2,-0.4953744140625,0.26152822265625,-0.309413671875,0.7263709587286616,-0.5539187931915718,-0.1172430977008343,-0.3896322072240824
1701813993208790037,0,1701813993207665434,trakstar_base,trakstar0,-0.5043041015624999,-0.51066650390625,0.1497955078125,-0.6591309165653345,0.13038559342318526,0.7284745655020098,-0.1336818584254568,0,1701813993207665434,trakstar_base,trakstar1,-0.43811279296875,-0.470148046875,0.1413123046875,-0.2518612026601942,0.6830651618438132,-0.6698799898189459,0.14576940183047596,0,1701813993207665434,trakstar_base,trakstar2,-0.4953744140625,0.26152822265625,-0.309413671875,0.7263709587286616,-0.5539187931915718,-0.1172430977008343,-0.3896322072240824
1701813993221073808,0,1701813993220171751,trakstar_base,trakstar0,-0.50441572265625,-0.51066650390625,0.1497955078125,-0.6590728629847601,0.13052035763814532,0.728545345207496,-0.13345065565808498,0,1701813993220171751,trakstar_base,trakstar1,-0.43811279296875,-0.470148046875,0.1413123046875,-0.2518612026601942,0.6830651618438132,-0.6698799898189459,0.14576940183047596,0,1701813993220171751,trakstar_base,trakstar2,-0.4953744140625,0.26152822265625,-0.309413671875,0.7263709587286616,-0.5539187931915718,-0.1172430977008343,-0.3896322072240824
1701813993233674245,0,1701813993232665912,trakstar_base,trakstar0,-0.50452734375,-0.51066650390625,0.1497955078125,-0.6590142398537127,0.13050874812960706,0.7286026275374136,-0.13343878550576288,0,1701813993232665912,trakstar_base,trakstar1,-0.43811279296875,-0.470148046875,0.14120068359375,-0.25184060553453513,0.6830093010013205,-0.6699472821975421,0.14575748085711832,0,1701813993232665912,trakstar_base,trakstar2,-0.4953744140625,0.26152822265625,-0.309413671875,0.7263709587286616,-0.5539187931915718,-0.1172430977008343,-0.3896322072240824
1701813993245991654,0,1701813993245156290,trakstar_base,trakstar0,-0.50441572265625,-0.510778125,0.14990712890625,-0.658886547470066,0.13050763743663155,0.7287185106260559,-0.13343764987674303,0,1701813993245156290,trakstar_base,trakstar1,-0.43811279296875,-0.470148046875,0.14120068359375,-0.25184060553453513,0.6830093010013205,-0.6699472821975421,0.14575748085711832,0,1701813993245156290,trakstar_base,trakstar2,-0.4953744140625,0.26152822265625,-0.309413671875,0.7263133794534483,-0.5539678317865284,-0.1172534772670276,-0.38966670147888477
