%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w,field.transforms1.header.seq,field.transforms1.header.stamp,field.transforms1.header.frame_id,field.transforms1.child_frame_id,field.transforms1.transform.translation.x,field.transforms1.transform.translation.y,field.transforms1.transform.translation.z,field.transforms1.transform.rotation.x,field.transforms1.transform.rotation.y,field.transforms1.transform.rotation.z,field.transforms1.transform.rotation.w,field.transforms2.header.seq,field.transforms2.header.stamp,field.transforms2.header.frame_id,field.transforms2.child_frame_id,field.transforms2.transform.translation.x,field.transforms2.transform.translation.y,field.transforms2.transform.translation.z,field.transforms2.transform.rotation.x,field.transforms2.transform.rotation.y,field.transforms2.transform.rotation.z,field.transforms2.transform.rotation.w,field.transforms3.header.seq,field.transforms3.header.stamp,field.transforms3.header.frame_id,field.transforms3.child_frame_id,field.transforms3.transform.translation.x,field.transforms3.transform.translation.y,field.transforms3.transform.translation.z,field.transforms3.transform.rotation.x,field.transforms3.transform.rotation.y,field.transforms3.transform.rotation.z,field.transforms3.transform.rotation.w
1701458382110746411,0,1701458382109161766,trakstar_base,trakstar0,-0.232618359375,0.227260546875,-0.15861357421875,0.8446489354052765,-0.040163246097461476,0.4675538983382293,-0.2575819126615311,0,1701458382109161766,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382109161766,trakstar_base,trakstar2,-0.2569517578125,0.03315146484375,-0.03426767578125,-0.3966071899615653,-0.22814984242479705,0.6390392857644795,0.6182872936766167,0,1701458382109161766,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382124062513,0,1701458382121652791,trakstar_base,trakstar0,-0.232618359375,0.227260546875,-0.15861357421875,0.8446489354052765,-0.040163246097461476,0.4675538983382293,-0.2575819126615311,0,1701458382121652791,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382121652791,trakstar_base,trakstar2,-0.2569517578125,0.03315146484375,-0.03426767578125,-0.3966071899615653,-0.22814984242479705,0.6390392857644795,0.6182872936766167,0,1701458382121652791,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382137175981,0,1701458382134337060,trakstar_base,trakstar0,-0.232618359375,0.227260546875,-0.15861357421875,0.8446489354052765,-0.040163246097461476,0.4675538983382293,-0.2575819126615311,0,1701458382134337060,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382134337060,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.03426767578125,-0.3966061793674218,-0.22814926107655006,0.6391597276601478,0.6181636479891116,0,1701458382134337060,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382149298342,0,1701458382146851096,trakstar_base,trakstar0,-0.232618359375,0.227260546875,-0.15861357421875,0.8446971436489383,-0.04016553841024724,0.46745850022138824,-0.2575966141204307,0,1701458382146851096,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382146851096,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.0341560546875,-0.3966061793674218,-0.22814926107655006,0.6391597276601478,0.6181636479891116,0,1701458382146851096,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382161921504,0,1701458382159319137,trakstar_base,trakstar0,-0.232618359375,0.227260546875,-0.15861357421875,0.8446971436489383,-0.04016553841024724,0.46745850022138824,-0.2575966141204307,0,1701458382159319137,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382159319137,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.0341560546875,-0.3966061793674218,-0.22814926107655006,0.6391597276601478,0.6181636479891116,0,1701458382159319137,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382174462335,0,1701458382171857002,trakstar_base,trakstar0,-0.232618359375,0.227260546875,-0.158501953125,0.8446971436489383,-0.04016553841024724,0.46745850022138824,-0.2575966141204307,0,1701458382171857002,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382171857002,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.0341560546875,-0.3966061793674218,-0.22814926107655006,0.6391597276601478,0.6181636479891116,0,1701458382171857002,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382186918124,0,1701458382184186082,trakstar_base,trakstar0,-0.23272998046875,0.227260546875,-0.158501953125,0.8447187736358287,-0.040166566920969454,0.46734838350599106,-0.2577252971737584,0,1701458382184186082,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382184186082,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.0341560546875,-0.3966061793674218,-0.22814926107655006,0.6391597276601478,0.6181636479891116,0,1701458382184186082,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382198881493,0,1701458382196712781,trakstar_base,trakstar0,-0.23272998046875,0.227260546875,-0.158501953125,0.8447187736358287,-0.040166566920969454,0.46734838350599106,-0.2577252971737584,0,1701458382196712781,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382196712781,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.0341560546875,-0.3966061793674218,-0.22814926107655006,0.6391597276601478,0.6181636479891116,0,1701458382196712781,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382210858406,0,1701458382209334486,trakstar_base,trakstar0,-0.23272998046875,0.227260546875,-0.158501953125,0.8447187736358287,-0.040166566920969454,0.46734838350599106,-0.2577252971737584,0,1701458382209334486,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382209334486,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.0341560546875,-0.3966061793674218,-0.22814926107655006,0.6391597276601478,0.6181636479891116,0,1701458382209334486,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382223963049,0,1701458382221653212,trakstar_base,trakstar0,-0.23272998046875,0.227260546875,-0.158501953125,0.8447187736358287,-0.040166566920969454,0.46734838350599106,-0.2577252971737584,0,1701458382221653212,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48286163366812507,0.05921312069002293,-0.09474099310403666,0.8685404960594291,0,1701458382221653212,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.0341560546875,-0.3966061793674218,-0.22814926107655006,0.6391597276601478,0.6181636479891116,0,1701458382221653212,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6076302307785358,-0.05884624698317346,-0.04492825495810753,0.7907617047925612
1701458382236756145,0,1701458382234340179,trakstar_base,trakstar0,-0.23272998046875,0.227260546875,-0.158501953125,0.8447537400225299,-0.04016242492303646,0.4673001902899197,-0.25769872040282665,0,1701458382234340179,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.48281043597065415,0.0592068423377414,-0.09473094774038625,0.8685704808928455,0,1701458382234340179,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.0341560546875,-0.3966061793674218,-0.22814926107655006,0.6391597276601478,0.6181636479891116,0,1701458382234340179,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6075749002620999,-0.05884088847223874,-0.044802087280729486,0.7908117749443206
1701458382248873211,0,1701458382246653705,trakstar_base,trakstar0,-0.23272998046875,0.227260546875,-0.158501953125,0.8447537400225299,-0.04016242492303646,0.4673001902899197,-0.25769872040282665,0,1701458382246653705,trakstar_base,trakstar1,-0.07646044921875,-0.05268515625,0.04364384765625,-0.4828160158691879,0.059207526598370704,-0.0946099651829635,0.8685805190668197,0,1701458382246653705,trakstar_base,trakstar2,-0.25684013671875,0.03315146484375,-0.0341560546875,-0.39650330288185537,-0.22816030575313664,0.639190669300922,0.6181935732123508,0,1701458382246653705,trakstar_base,trakstar3,-0.07891611328125,-0.10090546875,-0.0346025390625,0.6075749002620999,-0.05884088847223874,-0.044802087280729486,0.7908117749443206
