%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w,field.transforms1.header.seq,field.transforms1.header.stamp,field.transforms1.header.frame_id,field.transforms1.child_frame_id,field.transforms1.transform.translation.x,field.transforms1.transform.translation.y,field.transforms1.transform.translation.z,field.transforms1.transform.rotation.x,field.transforms1.transform.rotation.y,field.transforms1.transform.rotation.z,field.transforms1.transform.rotation.w,field.transforms2.header.seq,field.transforms2.header.stamp,field.transforms2.header.frame_id,field.transforms2.child_frame_id,field.transforms2.transform.translation.x,field.transforms2.transform.translation.y,field.transforms2.transform.translation.z,field.transforms2.transform.rotation.x,field.transforms2.transform.rotation.y,field.transforms2.transform.rotation.z,field.transforms2.transform.rotation.w
1701812404905107502,0,1701812404904131931,trakstar_base,trakstar0,-0.3917900390625,-0.3386583984375,0.13070830078125,0.6730751851772453,-0.28165870709303553,-0.6664823935937932,0.15309927121572023,0,1701812404904131931,trakstar_base,trakstar1,-0.3154412109375,-0.31443662109375,0.129926953125,0.08240118761747754,-0.5919457166772571,0.7993525578062857,-0.062014523421746064,0,1701812404904131931,trakstar_base,trakstar2,-0.41400263671875,0.18450966796874999,0.2243583984375,-0.5451418332570352,-0.25719073951468274,0.7516756402142459,-0.2676883207193637
1701812404917669243,0,1701812404916658384,trakstar_base,trakstar0,-0.39190166015625,-0.33877001953125,0.13070830078125,0.6732198676091762,-0.28154606723009806,-0.6663826690988184,0.15310440949980184,0,1701812404916658384,trakstar_base,trakstar1,-0.3154412109375,-0.3145482421875,0.12981533203125,0.08215806380820018,-0.5919531224457096,0.7993625584191599,-0.06213737663948571,0,1701812404916658384,trakstar_base,trakstar2,-0.41400263671875,0.184398046875,0.2243583984375,-0.5451418332570352,-0.25719073951468274,0.7516756402142459,-0.2676883207193637
1701812404930135900,0,1701812404929150011,trakstar_base,trakstar0,-0.39190166015625,-0.33899326171875,0.13070830078125,0.6733413883155345,-0.2815458280064592,-0.6662600101609922,0.15310427941027752,0,1701812404929150011,trakstar_base,trakstar1,-0.3154412109375,-0.31465986328125,0.12981533203125,0.08203763758159532,-0.5920871164743116,0.7992565673314058,-0.062382786911004774,0,1701812404929150011,trakstar_base,trakstar2,-0.41400263671875,0.184398046875,0.2243583984375,-0.5452276143923367,-0.25717362514543396,0.7516256210942487,-0.2676705078044313
1701812404943025564,0,1701812404941652464,trakstar_base,trakstar0,-0.3917900390625,-0.3391048828125,0.1305966796875,0.6736616103133608,-0.28140449651545785,-0.6659702943565391,0.15321589723509746,0,1701812404941652464,trakstar_base,trakstar1,-0.31555283203125,-0.314771484375,0.1297037109375,0.08192104837492362,-0.5920047147093959,0.7993101396581593,-0.06263114428664056,0,1701812404941652464,trakstar_base,trakstar2,-0.41400263671875,0.184398046875,0.2243583984375,-0.5452276143923367,-0.25717362514543396,0.7516256210942487,-0.2676705078044313
1701812404955136938,0,1701812404954159176,trakstar_base,trakstar0,-0.39167841796874997,-0.33943974609375,0.1303734375,0.674270670477402,-0.2810376757991996,-0.6654806128503201,0.15333767193909412,0,1701812404954159176,trakstar_base,trakstar1,-0.31555283203125,-0.31488310546875,0.12959208984375,0.08166802611702732,-0.5919405958766301,0.7993456427717411,-0.06311265994395085,0,1701812404954159176,trakstar_base,trakstar2,-0.41400263671875,0.184398046875,0.2243583984375,-0.5452276143923367,-0.25717362514543396,0.7516256210942487,-0.2676705078044313
1701812404967571452,0,1701812404966666012,trakstar_base,trakstar0,-0.39145517578125,-0.33988623046875,0.129926953125,0.6750109472342808,-0.2805525694961797,-0.664877847465707,0.1535836085405544,0,1701812404966666012,trakstar_base,trakstar1,-0.31555283203125,-0.3149947265625,0.12936884765625,0.08142886227008213,-0.591854759048513,0.7993945879227854,-0.06360485343735052,0,1701812404966666012,trakstar_base,trakstar2,-0.41400263671875,0.184398046875,0.2243583984375,-0.5452276143923367,-0.25717362514543396,0.7516256210942487,-0.2676705078044313
1701812404980169027,0,1701812404979149437,trakstar_base,trakstar0,-0.3913435546875,-0.34010947265625,0.12936884765625,0.6757400008082545,-0.2801848783839104,-0.6642640188613753,0.15370490713958307,0,1701812404979149437,trakstar_base,trakstar1,-0.3154412109375,-0.3149947265625,0.1292572265625,0.08130299158222401,-0.5917051054039635,0.7994794172252028,-0.06409019606706846,0,1701812404979149437,trakstar_base,trakstar2,-0.4141142578125,0.184398046875,0.2243583984375,-0.5452776369404426,-0.25719721984184296,0.7515725118966431,-0.26769506554967326
1701812404992723365,0,1701812404991650677,trakstar_base,trakstar0,-0.39123193359374997,-0.34010947265625,0.129033984375,0.6761391297056301,-0.28007641089648166,-0.6639300446621914,0.15359028984645767,0,1701812404991650677,trakstar_base,trakstar1,-0.3154412109375,-0.31510634765625,0.12914560546875,0.08130171697420503,-0.5916958290900477,0.7994668835796827,-0.06433334060871779,0,1701812404991650677,trakstar_base,trakstar2,-0.4141142578125,0.184398046875,0.2243583984375,-0.5452776369404426,-0.25719721984184296,0.7515725118966431,-0.26769506554967326
1701812405005448776,0,1701812405004148727,trakstar_base,trakstar0,-0.39123193359374997,-0.34022109375,0.1288107421875,0.6764389073669794,-0.2798047240002017,-0.6637427069760454,0.15357519319033758,0,1701812405004148727,trakstar_base,trakstar1,-0.3154412109375,-0.31510634765625,0.12914560546875,0.0814223428690283,-0.5916853011786809,0.7994526588444775,-0.0644542684180614,0,1701812405004148727,trakstar_base,trakstar2,-0.4141142578125,0.184398046875,0.2243583984375,-0.545259815717534,-0.2571888139057184,0.7515479483709103,-0.26780838049793365
1701812405017656166,0,1701812405016648238,trakstar_base,trakstar0,-0.39123193359374997,-0.34033271484375,0.12869912109375,0.6765957145860879,-0.2796970014645846,-0.6636546922573032,0.1534609912007782,0,1701812405016648238,trakstar_base,trakstar1,-0.3154412109375,-0.31510634765625,0.12914560546875,0.08154360424684293,-0.5916794158449815,0.7994447069050513,-0.06445362730888185,0,1701812405016648238,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.545259815717534,-0.2571888139057184,0.7515479483709103,-0.26780838049793365
1701812405030193494,0,1701812405029133773,trakstar_base,trakstar0,-0.39123193359374997,-0.34033271484375,0.12869912109375,0.6766188143330149,-0.27958446135377196,-0.6636773501830149,0.15346623053348965,0,1701812405029133773,trakstar_base,trakstar1,-0.3154412109375,-0.31510634765625,0.1292572265625,0.08167283201357285,-0.5917312657246452,0.7993926816515321,-0.06445927549053283,0,1701812405029133773,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5452776369404426,-0.25719721984184296,0.7515725118966431,-0.26769506554967326
1701812405042611905,0,1701812405041653003,trakstar_base,trakstar0,-0.3913435546875,-0.3404443359375,0.1285875,0.6768417612217802,-0.2794536059589926,-0.6635344466523044,0.15333933118588675,0,1701812405041653003,trakstar_base,trakstar1,-0.3154412109375,-0.31510634765625,0.1292572265625,0.08167347412174195,-0.5917359178895115,0.7993989664412051,-0.06433769934552765,0,1701812405041653003,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5452776369404426,-0.25719721984184296,0.7515725118966431,-0.26769506554967326
1701812405055227885,0,1701812405054149186,trakstar_base,trakstar0,-0.39145517578125,-0.3404443359375,0.12847587890625,0.676854427350731,-0.2794588355349608,-0.6635468637538279,0.153220112973515,0,1701812405054149186,trakstar_base,trakstar1,-0.3154412109375,-0.31510634765625,0.1292572265625,0.08166757399137009,-0.5918152447087627,0.7993412174820499,-0.06433305155971905,0,1701812405054149186,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5452776369404426,-0.25719721984184296,0.7515725118966431,-0.26769506554967326
1701812405068039756,0,1701812405066678233,trakstar_base,trakstar0,-0.391566796875,-0.3404443359375,0.12847587890625,0.6769458770126845,-0.27944618800397375,-0.6635168334650928,0.15296901422847495,0,1701812405066678233,trakstar_base,trakstar1,-0.3154412109375,-0.31510634765625,0.1292572265625,0.08154695209023066,-0.5918257840320932,0.7993554525251952,-0.06421212095727744,0,1701812405066678233,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5452776369404426,-0.25719721984184296,0.7515725118966431,-0.26769506554967326
1701812405080079431,0,1701812405079136974,trakstar_base,trakstar0,-0.39167841796874997,-0.34033271484375,0.12847587890625,0.677002878366078,-0.27959181090321344,-0.6634506115493721,0.15273770979909174,0,1701812405079136974,trakstar_base,trakstar1,-0.31555283203125,-0.3149947265625,0.12936884765625,0.08118060107342565,-0.5920690454227284,0.7992321732747634,-0.0639678721240226,0,1701812405079136974,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5452776369404426,-0.25719721984184296,0.7515725118966431,-0.26769506554967326
1701812405095596669,0,1701812405091640703,trakstar_base,trakstar0,-0.39201328125,-0.34022109375,0.12847587890625,0.6769773627035433,-0.2798254491102833,-0.663547694552526,0.151999425891057,0,1701812405091640703,trakstar_base,trakstar1,-0.3158876953125,-0.31465986328125,0.1292572265625,0.0804490820662847,-0.592564255462437,0.7989973325096106,-0.0632361525194772,0,1701812405091640703,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5452776369404426,-0.25719721984184296,0.7515725118966431,-0.26769506554967326
1701812405105383462,0,1701812405104151088,trakstar_base,trakstar0,-0.39257138671874997,-0.339774609375,0.1283642578125,0.6769991797533107,-0.28044492622062306,-0.6635690788023884,0.15066131430398294,0,1701812405104151088,trakstar_base,trakstar1,-0.3163341796875,-0.314325,0.1292572265625,0.07910062603540158,-0.5932546952655119,0.7986965989963464,-0.062255122342677154,0,1701812405104151088,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5452776369404426,-0.25719721984184296,0.7515725118966431,-0.26769506554967326
1701812405117727915,0,1701812405116655744,trakstar_base,trakstar0,-0.39301787109374997,-0.339328125,0.1283642578125,0.6770979871917907,-0.2810457206122434,-0.6635462604376816,0.1491910819236149,0,1701812405116655744,trakstar_base,trakstar1,-0.3167806640625,-0.313878515625,0.12914560546875,0.0777647344354089,-0.5939174772814195,0.7984008841563173,-0.061406061885417064,0,1701812405116655744,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5453634021604022,-0.2571801003473517,0.75152248592247,-0.26767724730030484
1701812405130651171,0,1701812405129214715,trakstar_base,trakstar0,-0.39324111328125,-0.33899326171875,0.12825263671875,0.6772352873353665,-0.2814183049049973,-0.6634390754246228,0.14833980063321983,0,1701812405129214715,trakstar_base,trakstar1,-0.31689228515625,-0.3136552734375,0.129033984375,0.07715296732806108,-0.5940290174340906,0.7983867188694931,-0.06128289493463081,0,1701812405129214715,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5453634021604022,-0.2571801003473517,0.75152248592247,-0.26767724730030484
1701812405142770486,0,1701812405141702353,trakstar_base,trakstar0,-0.3931294921875,-0.3391048828125,0.128141015625,0.6774332870870741,-0.28127703972762996,-0.6632717694618983,0.14845177096736026,0,1701812405141702353,trakstar_base,trakstar1,-0.31689228515625,-0.31376689453125,0.129033984375,0.07703045993151396,-0.59402570210261,0.7983822629985756,-0.061526706506312256,0,1701812405141702353,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5453634021604022,-0.2571801003473517,0.75152248592247,-0.26767724730030484
1701812405155287216,0,1701812405154156214,trakstar_base,trakstar0,-0.39301787109374997,-0.33921650390625,0.128141015625,0.6774429142895065,-0.28103686947097567,-0.6632811954108648,0.14882013200917438,0,1701812405154156214,trakstar_base,trakstar1,-0.31689228515625,-0.31376689453125,0.129033984375,0.07739391995380047,-0.5940044392668661,0.7983536853278471,-0.06164657661935211,0,1701812405154156214,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5453634021604022,-0.2571801003473517,0.75152248592247,-0.26767724730030484
1701812405167936230,0,1701812405166661384,trakstar_base,trakstar0,-0.39290625,-0.339328125,0.128141015625,0.6773754515741954,-0.2809374394506531,-0.6633346842830936,0.149076320542915,0,1701812405166661384,trakstar_base,trakstar1,-0.3167806640625,-0.313878515625,0.129033984375,0.07751971097628778,-0.5939108565348661,0.7983919839132632,-0.061893690496028185,0,1701812405166661384,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5453634021604022,-0.2571801003473517,0.75152248592247,-0.26767724730030484
1701812405180167175,0,1701812405179125723,trakstar_base,trakstar0,-0.39279462890625,-0.339328125,0.12825263671875,0.6773067937134261,-0.2807868827579091,-0.6633895308289035,0.14942745412855687,0,1701812405179125723,trakstar_base,trakstar1,-0.3167806640625,-0.31399013671875,0.129033984375,0.07788314046791742,-0.5938894645398405,0.798363226740094,-0.06201353504342013,0,1701812405179125723,trakstar_base,trakstar2,-0.4141142578125,0.18428642578124999,0.2243583984375,-0.5453634021604022,-0.2571801003473517,0.75152248592247,-0.26767724730030484
