%time,field.header.seq,field.header.stamp,field.header.frame_id,field.load
1701463375446888140,4836,1701463375442693717,,0.0
1701463375454717903,4837,1701463375446693717,,0.0
1701463375458631466,4838,1701463375451693717,,0.0
1701463375462697250,4839,1701463375456693717,,0.0
1701463375466811513,4840,1701463375460693717,,0.0
1701463375470898891,4841,1701463375465693717,,0.0
1701463375475121902,4842,1701463375470693717,,0.0
1701463375483241214,4843,1701463375474693717,,0.0
1701463375487408043,4844,1701463375479693717,,0.0
1701463375491359099,4845,1701463375485693717,,0.0
1701463375495503150,4846,1701463375489693717,,0.0
1701463375499596288,4847,1701463375494693717,,0.0
1701463375503644131,4848,1701463375499693717,,0.0
1701463375508297964,4849,1701463375503693717,,0.0
1701463375516111394,4850,1701463375508693717,,0.0
1701463375520062156,4851,1701463375513693717,,0.0
1701463375524171125,4852,1701463375517693717,,0.0
1701463375528371493,4853,1701463375522693717,,0.0
1701463375532560022,4854,1701463375527693717,,0.0
1701463375536856924,4855,1701463375532693717,,0.0
1701463375544892629,4856,1701463375537693717,,0.0
1701463375548914106,4857,1701463375541693717,,0.0
1701463375552940365,4858,1701463375546693717,,0.0
1701463375556972646,4859,1701463375551693717,,0.0
1701463375560955530,4860,1701463375555693717,,0.0
1701463375565242894,4861,1701463375560693717,,0.0
1701463375573524241,4862,1701463375565693717,,0.0
1701463375577665178,4863,1701463375570693717,,0.0
1701463375581958046,4864,1701463375575693717,,0.0
1701463375585756784,4865,1701463375580693717,,0.0
1701463375589768753,4866,1701463375584693717,,0.0
1701463375594331609,4867,1701463375589693717,,0.0
1701463375602281662,4868,1701463375594693717,,0.0
1701463375606330812,4869,1701463375598693717,,0.0
1701463375610238170,4870,1701463375603693717,,0.0
1701463375614378624,4871,1701463375608693717,,0.0
1701463375618416552,4872,1701463375613693717,,0.0
1701463375622631289,4873,1701463375618693717,,0.0
1701463375630899710,4874,1701463375622693717,,0.0
1701463375634838400,4875,1701463375627693717,,0.0
1701463375639203818,4876,1701463375632693717,,0.0
1701463375642988689,4877,1701463375636693717,,0.0
1701463375647191021,4878,1701463375641693717,,0.0
1701463375651240259,4879,1701463375646693717,,0.0
1701463375659159635,4880,1701463375650693717,,0.0
1701463375663544890,4881,1701463375656693717,,0.0
1701463375667579710,4882,1701463375661693717,,0.0
1701463375671753493,4883,1701463375665693717,,0.0
1701463375675717003,4884,1701463375670693717,,0.0
1701463375680001751,4885,1701463375675693717,,0.0
1701463375687978407,4886,1701463375679693717,,0.0
1701463375692041659,4887,1701463375684693717,,0.0
1701463375696086125,4888,1701463375689693717,,0.0
1701463375700623682,4889,1701463375693693717,,0.0
1701463375704542825,4890,1701463375699693717,,0.0
1701463375708572119,4891,1701463375703693717,,0.0
1701463375716655746,4892,1701463375708693717,,0.0
1701463375720760887,4893,1701463375713693717,,0.0
1701463375725180691,4894,1701463375717693717,,0.0
1701463375729044856,4895,1701463375722693717,,0.0
1701463375733679954,4896,1701463375727693717,,0.0
1701463375737395489,4897,1701463375731693717,,0.0
1701463375745252554,4898,1701463375736693717,,0.0
1701463375749710826,4899,1701463375742693717,,0.0
1701463375753785701,4900,1701463375746693717,,0.0
1701463375757544770,4901,1701463375751693717,,0.0
1701463375761692661,4902,1701463375756693717,,0.0
1701463375766016022,4903,1701463375760693717,,0.0
1701463375770392855,4904,1701463375765693717,,0.0
1701463375778283120,4905,1701463375770693717,,0.0
1701463375782390821,4906,1701463375774693717,,0.0
1701463375786247184,4907,1701463375780693717,,0.0
1701463375790623003,4908,1701463375785693717,,0.0
1701463375794456229,4909,1701463375789693717,,0.0
1701463375798896268,4910,1701463375794693717,,0.0
1701463375806756898,4911,1701463375798693717,,0.0
1701463375810937326,4912,1701463375803693717,,0.0
1701463375815314320,4913,1701463375808693717,,0.0
1701463375819246712,4914,1701463375812693717,,0.0
1701463375823258271,4915,1701463375817693717,,0.0
1701463375827850806,4916,1701463375823693717,,0.0
1701463375835774459,4917,1701463375827693717,,0.0
1701463375839704132,4918,1701463375832693717,,0.0
1701463375843694814,4919,1701463375837693717,,0.0
1701463375847992309,4920,1701463375841693717,,0.0
1701463375852067596,4921,1701463375846693717,,0.0
1701463375856088328,4922,1701463375851693717,,0.0
1701463375864383869,4923,1701463375855693717,,0.0
1701463375868573557,4924,1701463375860693717,,0.0
1701463375872454625,4925,1701463375866693717,,0.0
1701463375876433457,4926,1701463375870693717,,0.0
1701463375880918357,4927,1701463375875693717,,0.0
1701463375884773989,4928,1701463375879693717,,0.0
1701463375893139017,4929,1701463375884693717,,0.0
1701463375897081669,4930,1701463375889693717,,0.0
1701463375901229045,4931,1701463375893693717,,0.0
1701463375905293957,4932,1701463375898693717,,0.0
1701463375909298978,4933,1701463375903693717,,0.0
1701463375913522991,4934,1701463375908693717,,0.0
1701463375921627618,4935,1701463375913693717,,0.0
1701463375925855972,4936,1701463375918693717,,0.0
1701463375930115587,4937,1701463375922693717,,0.0
1701463375934105597,4938,1701463375927693717,,0.0
1701463375938073609,4939,1701463375932693717,,0.0
1701463375941997358,4940,1701463375936693717,,0.0
1701463375950312830,4941,1701463375941693717,,0.0
1701463375954368271,4942,1701463375946693717,,0.0
1701463375958498704,4943,1701463375951693717,,0.0
1701463375962501931,4944,1701463375956693717,,0.0
1701463375966714397,4945,1701463375961693717,,0.0
1701463375970757975,4946,1701463375965693717,,0.0
1701463375978745854,4947,1701463375970693717,,0.0
1701463375983058595,4948,1701463375974693717,,0.0
1701463375987294552,4949,1701463375979693717,,0.0
1701463375991234455,4950,1701463375984693717,,0.0
1701463375995204555,4951,1701463375988693717,,0.0
1701463375999517657,4952,1701463375994693717,,0.0
1701463376003822967,4953,1701463375999693717,,0.0
1701463376011651268,4954,1701463376003693717,,0.0
1701463376015750210,4955,1701463376008693717,,0.0
1701463376020046221,4956,1701463376013693717,,0.0
1701463376024092534,4957,1701463376017693717,,0.0
1701463376028130409,4958,1701463376022693717,,0.0
1701463376032081632,4959,1701463376027693717,,0.0
1701463376040275185,4960,1701463376031693717,,0.0
1701463376044284684,4961,1701463376037693717,,0.0
1701463376048603250,4962,1701463376042693717,,0.0
1701463376052850613,4963,1701463376046693717,,0.0
1701463376056760202,4964,1701463376051693717,,0.0
1701463376060746194,4965,1701463376055693717,,0.0
1701463376069007536,4966,1701463376060693717,,0.0
1701463376073005875,4967,1701463376065693717,,0.0
1701463376077282576,4968,1701463376069693717,,0.0
1701463376081213051,4969,1701463376074693717,,0.0
1701463376085572569,4970,1701463376080693717,,0.0
1701463376089724243,4971,1701463376084693717,,0.0
1701463376097702861,4972,1701463376089693717,,0.0
1701463376101915196,4973,1701463376094693717,,0.0
1701463376106178855,4974,1701463376098693717,,0.0
1701463376110012385,4975,1701463376103693717,,0.0
1701463376114403598,4976,1701463376108693717,,0.0
1701463376118514284,4977,1701463376112693717,,0.0
1701463376126461371,4978,1701463376117693717,,0.0
1701463376130583959,4979,1701463376123693717,,0.0
1701463376134428232,4980,1701463376127693717,,0.0
1701463376138599922,4981,1701463376132693717,,0.0
1701463376142679495,4982,1701463376136693717,,0.0
1701463376146965182,4983,1701463376141693717,,0.0
1701463376155220897,4984,1701463376146693717,,0.0
1701463376159108919,4985,1701463376150693717,,0.0
1701463376163240506,4986,1701463376155693717,,0.0
1701463376167482387,4987,1701463376160693717,,0.0
1701463376171330263,4988,1701463376165693717,,0.0
1701463376175625577,4989,1701463376170693717,,0.0
1701463376183820970,4990,1701463376175693717,,0.0
1701463376187853472,4991,1701463376179693717,,0.0
1701463376192053955,4992,1701463376184693717,,0.0
1701463376195963014,4993,1701463376189693717,,0.0
1701463376199971839,4994,1701463376193693717,,0.0
1701463376204439521,4995,1701463376198693717,,0.0
1701463376212574025,4996,1701463376203693717,,0.0
1701463376216557344,4997,1701463376208693717,,0.0
1701463376220750733,4998,1701463376213693717,,0.0
1701463376224648692,4999,1701463376218693717,,0.0
1701463376228772792,5000,1701463376222693717,,0.0
1701463376232835608,5001,1701463376227693717,,0.0
1701463376240808879,5002,1701463376231693717,,0.0
1701463376245391906,5003,1701463376236693717,,0.0
1701463376249299322,5004,1701463376241693717,,0.0
1701463376253275278,5005,1701463376245693717,,0.0
1701463376257316659,5006,1701463376251693717,,0.0
1701463376261478607,5007,1701463376256693717,,0.0
1701463376265753753,5008,1701463376260693717,,0.0
1701463376274110938,5009,1701463376265693717,,0.0
1701463376278128486,5010,1701463376270693717,,0.0
1701463376282085476,5011,1701463376274693717,,0.0
1701463376286081962,5012,1701463376279693717,,0.0
1701463376290413431,5013,1701463376284693717,,0.0
1701463376294335936,5014,1701463376288693717,,0.0
1701463376302570353,5015,1701463376294693717,,0.0
1701463376306600233,5016,1701463376299693717,,0.0
1701463376310842943,5017,1701463376303693717,,0.0
1701463376314723765,5018,1701463376308693717,,0.0
1701463376318793268,5019,1701463376312693717,,0.0
1701463376322937819,5020,1701463376317693717,,0.0
1701463376331290710,5021,1701463376322693717,,0.0
1701463376335244095,5022,1701463376326693717,,0.0
1701463376339641038,5023,1701463376331693717,,0.0
1701463376343575289,5024,1701463376337693717,,0.0
1701463376347686163,5025,1701463376341693717,,0.0
1701463376351711228,5026,1701463376346693717,,0.0
1701463376359698984,5027,1701463376351693717,,0.0
1701463376363811801,5028,1701463376355693717,,0.0
1701463376368380735,5029,1701463376360693717,,0.0
1701463376372312345,5030,1701463376365693717,,0.0
1701463376376420682,5031,1701463376369693717,,0.0
1701463376380618337,5032,1701463376374693717,,0.0
1701463376388515408,5033,1701463376380693717,,0.0
1701463376392487547,5034,1701463376384693717,,0.0
1701463376396749282,5035,1701463376389693717,,0.0
1701463376400751773,5036,1701463376394693717,,0.0
1701463376405016114,5037,1701463376398693717,,0.0
1701463376409053365,5038,1701463376403693717,,0.0
1701463376417192213,5039,1701463376407693717,,0.0
1701463376421117282,5040,1701463376412693717,,0.0
1701463376425282918,5041,1701463376417693717,,0.0
1701463376429461332,5042,1701463376422693717,,0.0
1701463376433398824,5043,1701463376427693717,,0.0
1701463376437924236,5044,1701463376432693717,,0.0
1701463376445743526,5045,1701463376436693717,,0.0
1701463376449980223,5046,1701463376441693717,,0.0
1701463376454294608,5047,1701463376446693717,,0.0
1701463376458164397,5048,1701463376450693717,,0.0
1701463376462277407,5049,1701463376455693717,,0.0
1701463376466312434,5050,1701463376460693717,,0.0
1701463376474567277,5051,1701463376465693717,,0.0
1701463376478614423,5052,1701463376470693717,,0.0
1701463376482681175,5053,1701463376475693717,,0.0
1701463376486691003,5054,1701463376479693717,,0.0
1701463376491111947,5055,1701463376484693717,,0.0
1701463376494912655,5056,1701463376488693717,,0.0
1701463376499511646,5057,1701463376493693717,,0.0
1701463376507308065,5058,1701463376498693717,,0.0
1701463376511402956,5059,1701463376502693717,,0.0
1701463376515444707,5060,1701463376508693717,,0.0
1701463376519527292,5061,1701463376513693717,,0.0
1701463376523601241,5062,1701463376517693717,,0.0
1701463376527859243,5063,1701463376522693717,,0.0
1701463376536268864,5064,1701463376527693717,,0.0
1701463376540188331,5065,1701463376531693717,,0.0
1701463376543997060,5066,1701463376536693717,,0.0
1701463376548452963,5067,1701463376541693717,,0.0
1701463376552369388,5068,1701463376545693717,,0.0
1701463376556388558,5069,1701463376551693717,,0.0
1701463376564895889,5070,1701463376556693717,,0.0
1701463376568825363,5071,1701463376560693717,,0.0
1701463376572954878,5072,1701463376565693717,,0.0
1701463376576913365,5073,1701463376570693717,,0.0
1701463376580876864,5074,1701463376574693717,,0.0
1701463376585110996,5075,1701463376579693717,,0.0
1701463376593412873,5076,1701463376583693717,,0.0
1701463376597521745,5077,1701463376588693717,,0.0
1701463376601489321,5078,1701463376594693717,,0.0
1701463376605718552,5079,1701463376598693717,,0.0
1701463376609624049,5080,1701463376603693717,,0.0
1701463376613775899,5081,1701463376608693717,,0.0
1701463376622034449,5082,1701463376612693717,,0.0
1701463376626100926,5083,1701463376617693717,,0.0
1701463376630447631,5084,1701463376622693717,,0.0
1701463376634335917,5085,1701463376626693717,,0.0
1701463376638343627,5086,1701463376631693717,,0.0
1701463376642419795,5087,1701463376637693717,,0.0
1701463376650640414,5088,1701463376641693717,,0.0
1701463376654792307,5089,1701463376646693717,,0.0
1701463376658856937,5090,1701463376651693717,,0.0
1701463376663119575,5091,1701463376655693717,,0.0
1701463376667382126,5092,1701463376660693717,,0.0
1701463376671314394,5093,1701463376664693717,,0.0
1701463376679273902,5094,1701463376669693717,,0.0
1701463376683403620,5095,1701463376674693717,,0.0
1701463376687691194,5096,1701463376679693717,,0.0
1701463376691994105,5097,1701463376684693717,,0.0
1701463376695824992,5098,1701463376689693717,,0.0
1701463376699990891,5099,1701463376693693717,,0.0
1701463376707837773,5100,1701463376698693717,,0.0
1701463376712003389,5101,1701463376703693717,,0.0
1701463376716145439,5102,1701463376707693717,,0.0
1701463376720107120,5103,1701463376712693717,,0.0
1701463376724491813,5104,1701463376717693717,,0.0
1701463376728500816,5105,1701463376722693717,,0.0
1701463376736731375,5106,1701463376727693717,,0.0
1701463376740822242,5107,1701463376732693717,,0.0
1701463376744694200,5108,1701463376736693717,,0.0
1701463376748881304,5109,1701463376741693717,,0.0
1701463376753209142,5110,1701463376745693717,,0.0
1701463376757256225,5111,1701463376750693717,,0.0
1701463376761422776,5112,1701463376755693717,,0.0
1701463376769393492,5113,1701463376759693717,,0.0
1701463376773456054,5114,1701463376765693717,,0.0
1701463376777633690,5115,1701463376770693717,,0.0
1701463376781898525,5116,1701463376774693717,,0.0
1701463376786081455,5117,1701463376779693717,,0.0
1701463376794306473,5118,1701463376786693717,,0.0
1701463376798163537,5119,1701463376791693717,,0.0
1701463376802492977,5120,1701463376796693717,,0.0
1701463376810393822,5121,1701463376800693717,,0.0
1701463376814676584,5122,1701463376806693717,,0.0
1701463376818680783,5123,1701463376814760351,,0.0
1701463376822697552,5124,1701463376818760351,,0.0
1701463376826715963,5125,1701463376823760351,,0.0
1701463376831157396,5126,1701463376828760351,,0.0
1701463376839329923,5127,1701463376832760351,,0.0
1701463376843089378,5128,1701463376837760351,,0.0
1701463376847105954,5129,1701463376841760351,,0.0
1701463376851561309,5130,1701463376846760351,,0.0
1701463376855795286,5131,1701463376852760351,,0.0
1701463376859613644,5132,1701463376856760351,,0.0
1701463376867853841,5133,1701463376861760351,,0.0
1701463376871633385,5134,1701463376866760351,,0.0
1701463376876088204,5135,1701463376870760351,,0.0
1701463376879922597,5136,1701463376875760351,,0.0
1701463376884204132,5137,1701463376880760351,,0.0
1701463376888364785,5138,1701463376884760351,,0.0
1701463376896566020,5139,1701463376889760351,,0.0
1701463376900695230,5140,1701463376895760351,,0.0
1701463376904790238,5141,1701463376899760351,,0.0
1701463376908626948,5142,1701463376904760351,,0.0
1701463376912690516,5143,1701463376909760351,,0.0
1701463376917173193,5144,1701463376913760351,,0.0
1701463376925319287,5145,1701463376918760351,,0.0
1701463376929065014,5146,1701463376922760351,,0.0
1701463376933382902,5147,1701463376927760351,,0.0
1701463376937355257,5148,1701463376932760351,,0.0
1701463376941489216,5149,1701463376937760351,,0.0
1701463376945406246,5150,1701463376942760351,,0.0
1701463376953822793,5151,1701463376947760351,,0.0
1701463376958012453,5152,1701463376951760351,,0.0
1701463376961847216,5153,1701463376956760351,,0.0
1701463376966282684,5154,1701463376961760351,,0.0
1701463376970254364,5155,1701463376965760351,,0.0
1701463376974105935,5156,1701463376970760351,,0.0
1701463376982332827,5157,1701463376975760351,,0.0
1701463376986886222,5158,1701463376980760351,,0.0
1701463376990684511,5159,1701463376985760351,,0.0
1701463376994595623,5160,1701463376990760351,,0.0
1701463376998799375,5161,1701463376994760351,,0.0
1701463377002785484,5162,1701463376999760351,,0.0
1701463377006976789,5163,1701463377004760351,,0.0
1701463377015348135,5164,1701463377008760351,,0.0
1701463377019466836,5165,1701463377013760351,,0.0
1701463377023389907,5166,1701463377017760351,,0.0
1701463377027374439,5167,1701463377023760351,,0.0
1701463377031717872,5168,1701463377028760351,,0.0
1701463377035794531,5169,1701463377032760351,,0.0
1701463377044033354,5170,1701463377037760351,,0.0
1701463377048144337,5171,1701463377042760351,,0.0
1701463377052363792,5172,1701463377046760351,,0.0
1701463377056225092,5173,1701463377051760351,,0.0
1701463377060279558,5174,1701463377056760351,,0.0
1701463377064534057,5175,1701463377060760351,,0.0
1701463377072375325,5176,1701463377066760351,,0.0
1701463377076796593,5177,1701463377071760351,,0.0
1701463377080885998,5178,1701463377075760351,,0.0
1701463377084728471,5179,1701463377080760351,,0.0
1701463377088884655,5180,1701463377085760351,,0.0
1701463377093027036,5181,1701463377089760351,,0.0
1701463377101206031,5182,1701463377094760351,,0.0
1701463377105249138,5183,1701463377098760351,,0.0
1701463377109503909,5184,1701463377103760351,,0.0
1701463377113489106,5185,1701463377109760351,,0.0
1701463377117569881,5186,1701463377113760351,,0.0
1701463377121559492,5187,1701463377118760351,,0.0
1701463377130045747,5188,1701463377123760351,,0.0
1701463377134134654,5189,1701463377127760351,,0.0
1701463377138067482,5190,1701463377132760351,,0.0
1701463377142364281,5191,1701463377137760351,,0.0
1701463377146355961,5192,1701463377141760351,,0.0
1701463377150523113,5193,1701463377146760351,,0.0
1701463377158562819,5194,1701463377152760351,,0.0
1701463377162634402,5195,1701463377156760351,,0.0
1701463377166738525,5196,1701463377161760351,,0.0
1701463377170774104,5197,1701463377166760351,,0.0
1701463377175016448,5198,1701463377170760351,,0.0
1701463377179005558,5199,1701463377175760351,,0.0
1701463377187132102,5200,1701463377180760351,,0.0
1701463377191523175,5201,1701463377184760351,,0.0
1701463377195304919,5202,1701463377189760351,,0.0
1701463377199758905,5203,1701463377194760351,,0.0
1701463377203872957,5204,1701463377199760351,,0.0
1701463377207569528,5205,1701463377204760351,,0.0
1701463377215823406,5206,1701463377208760351,,0.0
1701463377219883607,5207,1701463377213760351,,0.0
1701463377224012733,5208,1701463377218760351,,0.0
1701463377228137908,5209,1701463377222760351,,0.0
1701463377232252266,5210,1701463377227760351,,0.0
1701463377236552082,5211,1701463377232760351,,0.0
1701463377240648803,5212,1701463377237760351,,0.0
1701463377248615077,5213,1701463377242760351,,0.0
1701463377252628682,5214,1701463377247760351,,0.0
1701463377256946709,5215,1701463377251760351,,0.0
1701463377260796159,5216,1701463377256760351,,0.0
1701463377265115072,5217,1701463377261760351,,0.0
1701463377269422036,5218,1701463377265760351,,0.0
1701463377277294708,5219,1701463377270760351,,0.0
1701463377281387849,5220,1701463377274760351,,0.0
1701463377285320684,5221,1701463377280760351,,0.0
1701463377289580313,5222,1701463377285760351,,0.0
1701463377293687695,5223,1701463377289760351,,0.0
1701463377297762795,5224,1701463377294760351,,0.0
1701463377306371983,5225,1701463377299760351,,0.0
1701463377310177069,5226,1701463377303760351,,0.0
1701463377314205255,5227,1701463377308760351,,0.0
1701463377318196973,5228,1701463377313760351,,0.0
1701463377322214705,5229,1701463377317760351,,0.0
1701463377326376013,5230,1701463377323760351,,0.0
1701463377334763330,5231,1701463377328760351,,0.0
1701463377338897935,5232,1701463377332760351,,0.0
1701463377342893809,5233,1701463377337760351,,0.0
1701463377346905994,5234,1701463377342760351,,0.0
1701463377351170792,5235,1701463377346760351,,0.0
1701463377355167919,5236,1701463377351760351,,0.0
1701463377363496353,5237,1701463377356760351,,0.0
1701463377367666426,5238,1701463377360760351,,0.0
1701463377371765956,5239,1701463377366760351,,0.0
1701463377375822161,5240,1701463377370760351,,0.0
1701463377379719295,5241,1701463377375760351,,0.0
1701463377383810082,5242,1701463377380760351,,0.0
1701463377392115074,5243,1701463377384760351,,0.0
1701463377396049740,5244,1701463377389760351,,0.0
1701463377400265341,5245,1701463377394760351,,0.0
1701463377404652676,5246,1701463377398760351,,0.0
1701463377408338272,5247,1701463377403760351,,0.0
1701463377412595791,5248,1701463377409760351,,0.0
1701463377420482454,5249,1701463377413760351,,0.0
1701463377424990087,5250,1701463377418760351,,0.0
1701463377429061737,5251,1701463377423760351,,0.0
1701463377432990560,5252,1701463377427760351,,0.0
1701463377436948628,5253,1701463377432760351,,0.0
1701463377441117365,5254,1701463377437760351,,0.0
1701463377449272243,5255,1701463377441760351,,0.0
1701463377453701407,5256,1701463377447760351,,0.0
1701463377457418824,5257,1701463377451760351,,0.0
1701463377461899899,5258,1701463377456760351,,0.0
1701463377465829666,5259,1701463377461760351,,0.0
1701463377470113073,5260,1701463377465760351,,0.0
1701463377477969046,5261,1701463377470760351,,0.0
1701463377482265546,5262,1701463377475760351,,0.0
1701463377486175493,5263,1701463377479760351,,0.0
1701463377490340398,5264,1701463377484760351,,0.0
1701463377494486473,5265,1701463377490760351,,0.0
1701463377498634007,5266,1701463377494760351,,0.0
1701463377502823332,5267,1701463377499760351,,0.0
1701463377510791518,5268,1701463377504760351,,0.0
1701463377515080483,5269,1701463377508760351,,0.0
1701463377519060045,5270,1701463377513760351,,0.0
1701463377523064605,5271,1701463377518760351,,0.0
1701463377527280000,5272,1701463377522760351,,0.0
1701463377531862307,5273,1701463377527760351,,0.0
1701463377539506006,5274,1701463377531760351,,0.0
1701463377543593155,5275,1701463377537760351,,0.0
1701463377547829059,5276,1701463377542760351,,0.0
1701463377551810560,5277,1701463377546760351,,0.0
1701463377555979219,5278,1701463377551760351,,0.0
1701463377559995064,5279,1701463377556760351,,0.0
1701463377568226392,5280,1701463377560760351,,0.0
1701463377572057059,5281,1701463377565760351,,0.0
1701463377576596730,5282,1701463377570760351,,0.0
1701463377580318769,5283,1701463377575760351,,0.0
1701463377584392966,5284,1701463377580760351,,0.0
1701463377589118856,5285,1701463377585760351,,0.0
1701463377597051704,5286,1701463377589760351,,0.0
1701463377600985622,5287,1701463377594760351,,0.0
1701463377605202108,5288,1701463377599760351,,0.0
1701463377608968689,5289,1701463377603760351,,0.0
1701463377613032323,5290,1701463377608760351,,0.0
1701463377617556668,5291,1701463377613760351,,0.0
1701463377625764938,5292,1701463377618760351,,0.0
1701463377629622816,5293,1701463377623760351,,0.0
1701463377633758015,5294,1701463377627760351,,0.0
1701463377637861917,5295,1701463377632760351,,0.0
1701463377642027486,5296,1701463377637760351,,0.0
1701463377645924102,5297,1701463377641760351,,0.0
1701463377654446902,5298,1701463377646760351,,0.0
1701463377658777509,5299,1701463377651760351,,0.0
1701463377662551215,5300,1701463377655760351,,0.0
1701463377666350765,5301,1701463377661760351,,0.0
1701463377670469205,5302,1701463377666760351,,0.0
1701463377674538276,5303,1701463377670760351,,0.0
1701463377682610465,5304,1701463377675760351,,0.0
1701463377687058675,5305,1701463377680760351,,0.0
1701463377690960140,5306,1701463377684760351,,0.0
1701463377694943012,5307,1701463377689760351,,0.0
1701463377699081447,5308,1701463377694760351,,0.0
1701463377703277382,5309,1701463377698760351,,0.0
1701463377711428307,5310,1701463377704760351,,0.0
1701463377715762536,5311,1701463377708760351,,0.0
1701463377719892578,5312,1701463377713760351,,0.0
1701463377724009051,5313,1701463377718760351,,0.0
1701463377727799862,5314,1701463377722760351,,0.0
1701463377732173072,5315,1701463377727760351,,0.0
1701463377736158621,5316,1701463377732760351,,0.0
1701463377744192072,5317,1701463377736760351,,0.0
1701463377748577353,5318,1701463377741760351,,0.0
1701463377752539786,5319,1701463377747760351,,0.0
1701463377756855076,5320,1701463377751760351,,0.0
1701463377760582142,5321,1701463377756760351,,0.0
1701463377764860555,5322,1701463377761760351,,0.0
1701463377772787321,5323,1701463377765760351,,0.0
1701463377776907574,5324,1701463377770760351,,0.0
1701463377781317248,5325,1701463377775760351,,0.0
1701463377785332921,5326,1701463377779760351,,0.0
1701463377789308205,5327,1701463377784760351,,0.0
1701463377793601598,5328,1701463377790760351,,0.0
1701463377801504521,5329,1701463377794760351,,0.0
1701463377805620892,5330,1701463377799760351,,0.0
1701463377809752923,5331,1701463377803760351,,0.0
1701463377814090546,5332,1701463377808760351,,0.0
1701463377818093224,5333,1701463377813760351,,0.0
1701463377822191636,5334,1701463377817760351,,0.0
1701463377830229983,5335,1701463377822760351,,0.0
1701463377834415866,5336,1701463377827760351,,0.0
1701463377838417791,5337,1701463377832760351,,0.0
1701463377842450440,5338,1701463377837760351,,0.0
1701463377846990695,5339,1701463377842760351,,0.0
1701463377850843009,5340,1701463377846760351,,0.0
1701463377858829987,5341,1701463377851760351,,0.0
1701463377862892519,5342,1701463377856760351,,0.0
1701463377867274782,5343,1701463377860760351,,0.0
1701463377870998330,5344,1701463377865760351,,0.0
1701463377875162727,5345,1701463377870760351,,0.0
1701463377879638315,5346,1701463377875760351,,0.0
1701463377887993433,5347,1701463377880760351,,0.0
1701463377892025314,5348,1701463377884760351,,0.0
1701463377895762057,5349,1701463377889760351,,0.0
1701463377900056220,5350,1701463377894760351,,0.0
1701463377903965745,5351,1701463377898760351,,0.0
1701463377908356030,5352,1701463377903760351,,0.0
1701463377916201531,5353,1701463377908760351,,0.0
1701463377920250002,5354,1701463377912760351,,0.0
1701463377924385927,5355,1701463377918760351,,0.0
1701463377928483933,5356,1701463377923760351,,0.0
1701463377932673691,5357,1701463377927760351,,0.0
1701463377936661554,5358,1701463377932760351,,0.0
1701463377945102132,5359,1701463377937760351,,0.0
1701463377949019895,5360,1701463377941760351,,0.0
1701463377953086192,5361,1701463377946760351,,0.0
1701463377957254867,5362,1701463377951760351,,0.0
1701463377961228251,5363,1701463377955760351,,0.0
1701463377965581358,5364,1701463377961760351,,0.0
1701463377969875709,5365,1701463377966760351,,0.0
1701463377977813698,5366,1701463377970760351,,0.0
1701463377981761964,5367,1701463377975760351,,0.0
1701463377985744608,5368,1701463377979760351,,0.0
1701463377989932126,5369,1701463377984760351,,0.0
1701463377994020264,5370,1701463377989760351,,0.0
1701463377998210837,5371,1701463377993760351,,0.0
1701463378006501773,5372,1701463377998760351,,0.0
1701463378010499585,5373,1701463378004760351,,0.0
1701463378014492064,5374,1701463378008760351,,0.0
1701463378018611372,5375,1701463378013760351,,0.0
1701463378022699819,5376,1701463378018760351,,0.0
1701463378026870031,5377,1701463378022760351,,0.0
1701463378035049332,5378,1701463378027760351,,0.0
1701463378039280288,5379,1701463378032760351,,0.0
1701463378043224308,5380,1701463378036760351,,0.0
1701463378047335349,5381,1701463378041760351,,0.0
1701463378051499686,5382,1701463378047760351,,0.0
1701463378055739430,5383,1701463378051760351,,0.0
1701463378063568201,5384,1701463378056760351,,0.0
1701463378067948638,5385,1701463378060760351,,0.0
1701463378072014928,5386,1701463378065760351,,0.0
1701463378075990765,5387,1701463378070760351,,0.0
1701463378080004385,5388,1701463378074760351,,0.0
1701463378084163162,5389,1701463378079760351,,0.0
1701463378092520466,5390,1701463378084760351,,0.0
1701463378096431239,5391,1701463378089760351,,0.0
1701463378100792206,5392,1701463378094760351,,0.0
1701463378104802151,5393,1701463378099760351,,0.0
1701463378108631145,5394,1701463378103760351,,0.0
1701463378113131137,5395,1701463378108760351,,0.0
1701463378120917746,5396,1701463378113760351,,0.0
1701463378125418689,5397,1701463378117760351,,0.0
1701463378129186970,5398,1701463378122760351,,0.0
1701463378133419923,5399,1701463378127760351,,0.0
1701463378137425213,5400,1701463378132760351,,0.0
1701463378141704845,5401,1701463378137760351,,0.0
1701463378149615664,5402,1701463378141760351,,0.0
1701463378153848651,5403,1701463378146760351,,0.0
1701463378157826236,5404,1701463378151760351,,0.0
1701463378161987996,5405,1701463378155760351,,0.0
1701463378166167100,5406,1701463378160760351,,0.0
1701463378170328537,5407,1701463378165760351,,0.0
1701463378178457078,5408,1701463378169760351,,0.0
1701463378182631054,5409,1701463378175760351,,0.0
1701463378186703098,5410,1701463378180760351,,0.0
1701463378191010594,5411,1701463378184760351,,0.0
1701463378195011703,5412,1701463378189760351,,0.0
1701463378199045604,5413,1701463378194760351,,0.0
1701463378207177810,5414,1701463378198760351,,0.0
1701463378211067456,5415,1701463378203760351,,0.0
1701463378215467362,5416,1701463378208760351,,0.0
1701463378219477342,5417,1701463378212760351,,0.0
